employer,submit date,start date,case status,job title,base salary,salary to,city,state

american legalnet inc,7/10/2013,8/1/2013,certified,software,80000,,encino,ca
comscore inc,2/19/2014,8/17/2014,certified,software   engineer,70000,,chicago,il
first tier technology llc,3/27/2013,9/26/2013,certified,software  (qlikview) developer,66500,76500,princeton,nj
techorbit inc,3/20/2014,5/25/2014,certified,"software  applications, developer",89000,,sterling,va
idhasoft inc,9/30/2014,9/30/2014,certified,software  architect,60000,90000,atlanta,ga
idhasoft inc,10/2/2014,1/1/2015,withdrawn,software  architect,60000,90000,alpharetta,ga
idhasoft inc,10/3/2014,1/1/2015,certified,software  architect,60000,90000,alpharetta,ga
idhasoft inc,10/3/2014,1/1/2015,certified,software  architect,60000,90000,atlanta,ga
idhasoft inc,10/3/2014,1/1/2015,certified,software  architect,60000,90000,atlanta,ga
sysmind llc,3/7/2013,9/1/2013,certified,software  developer,45,,greenwood village,co
social solutions com inc,3/14/2014,9/1/2014,certified,software  developer,50461,,seattle,wa
ecom solutions inc,3/22/2013,9/21/2013,certified,software  developer,60650,,edison,nj
vedicsoft,8/12/2014,2/1/2015,certified,software  developer,61422.4,,chicago,il
cml media corp,3/4/2013,9/1/2013,certified,software  developer,63000,,los angeles,ca
east west systems inc,12/23/2013,1/6/2014,certified,software  developer,69077,,bethpage,ny
east west systems inc,12/23/2013,1/6/2014,certified,software  developer,69077,,bethpage,ny
sky technologies llc,3/31/2014,9/30/2014,certified,software  developer,69680,75000,alexandria,va
redsalsa technologies inc,2/22/2013,3/1/2013,certified,software  developer,75000,,dallas,tx
east west systems inc,11/25/2013,12/16/2013,certified,software  developer,110000,,bethpage,ny
applexus technologies llc,9/20/2013,9/23/2013,certified,"software  developer, applications (software engine",72000,,long beach,ca
compusight corporation,3/13/2014,9/12/2014,certified,software  developers,79664,,seattle,wa
skmstech,3/21/2013,9/1/2013,certified,software  dveloper,60000,,austin,tx
revolution staffing inc,4/1/2014,4/1/2014,certified,software  engineer,35.09,,new york,ny
yiyelim foods llc,4/3/2014,9/30/2014,certified,software  engineer,60403,,piscataway,nj
tavant technologies inc,3/15/2014,9/10/2014,certified,software  engineer,61000,,davidson,nc
tavant technologies inc,3/17/2014,9/10/2014,certified,software  engineer,61000,,davidson,nc
aries computer systems inc,10/22/2014,10/22/2014,certified,software  engineer,61422,,omaha,ne
aries computer systems inc,10/28/2014,10/28/2014,certified,software  engineer,61422,,santa fe,nm
aries computer systems inc,11/10/2014,11/10/2014,certified,software  engineer,62421,,columbus,oh
halcyon virtual technology group llc,9/15/2014,10/10/2014,certified,software  engineer,63000,,atlanta,ga
niche technologies llc,5/1/2014,5/1/2014,certified,software  engineer,65000,,johns creek,ga
aries computer systems inc,11/12/2014,11/12/2014,certified,software  engineer,65229,,austin,tx
agreeya solutions inc,6/7/2013,6/10/2013,certified,software  engineer,65790,,walnut creek,ca
mncl inc,9/17/2014,1/26/2015,certified,software  engineer,67000,,portland,or
aries computer systems inc,10/14/2014,10/14/2014,certified,software  engineer,68286,,rockville,md
aries computer systems inc,10/14/2014,10/14/2014,certified,software  engineer,68286,,rockville,md
tavant technologies inc,3/17/2014,9/10/2014,certified,software  engineer,69000,,shoreview,mn
aries computer systems inc,11/18/2014,11/18/2014,certified,software  engineer,69576,,parsippany,nj
aries computer systems inc,11/10/2014,11/10/2014,certified,software  engineer,71614,,reston,va
axios international inc,3/13/2014,10/1/2014,denied,software  engineer,73000,,plumas lake,ca
axios international inc,3/18/2014,9/1/2014,certified,software  engineer,73000,,plumas lake,ca
axios international inc,3/21/2014,9/15/2014,certified,software  engineer,73000,,plumas lake,ca
aries computer systems inc,9/16/2014,9/16/2014,certified,software  engineer,73445,,new york,ny
nana development corporation,6/20/2013,7/1/2013,certified,software  engineer,74500,78000,anchorage,ak
the dei group,10/28/2013,10/28/2013,certified,software  engineer,75000,,millersville,md
xinthe technologies pvt lt,1/7/2014,1/14/2014,certified,software  engineer,76000,,woburn,ma
intel corporation,3/17/2014,9/13/2014,certified,software  engineer,78473,96400,hillsboro,or
tavant technologies inc,7/18/2014,7/18/2014,certified,software  engineer,79950,,atlanta,ga
rapidit inc,6/13/2014,6/16/2014,certified,software  engineer,80000,,charlotte,nc
miracle software sysytems inc,9/12/2013,9/12/2013,certified,software  engineer,81000,,novi,mi
qualcomm technologies inc,1/24/2013,7/8/2013,certified,software  engineer,83075.2,100300,san diego,ca
qualcomm technologies inc,1/24/2013,7/8/2013,certified,software  engineer,83075.2,100300,san diego,ca
qualcomm atheros inc,1/24/2013,7/8/2013,certified,software  engineer,83075.2,100300,san diego,ca
accelops inc,3/13/2014,9/12/2014,certified,software  engineer,85000,,santa clara,ca
accelops inc,3/24/2014,9/12/2014,certified,software  engineer,85000,,santa clara,ca
telecommunication systems inc,6/26/2013,12/23/2013,certified,software  engineer,85981.92,,annapolis,md
dstillery inc,4/25/2014,4/25/2014,certified,software  engineer,95000,,new york,ny
mncl inc,10/8/2014,10/8/2014,certified,software  engineer,100000,,irving,tx
kla-tencor corporation,6/26/2013,12/1/2013,certified,software  engineer,109138,,milpitas,ca
grubhub inc,9/16/2014,9/16/2014,certified,software  engineer,110000,,new york,ny
satyam computer services ltd,9/26/2013,11/12/2013,certified,software  engineer,110094,,sunnyvale,ca
grubhub inc,4/22/2014,4/22/2014,certified,software  engineer,115000,,new york,ny
accelops inc,7/14/2014,11/1/2014,certified,software  engineer,115000,,santa clara,ca
grubhub inc,4/22/2014,4/22/2014,certified,software  engineer,120000,,chicago,il
nextag inc,1/8/2013,1/15/2013,certified,software  engineer,120000,,san mateo,ca
grubhub inc,4/22/2014,4/22/2014,certified,software  engineer,125000,,new york,ny
google inc,2/12/2013,8/1/2013,certified,software  engineer,127000,,mountain view,ca
facebook inc,10/18/2013,11/25/2013,certified,software  engineer,135000,,menlo park,ca
exablox corporation,6/18/2013,7/8/2013,certified,software  engineer,135000,155000,sunnyvale,ca
oracle financial services software inc,7/2/2013,7/10/2013,certified,software  engineer (consulting technical manager),108367.92,,edison,nj
oracle financial services software inc,11/22/2013,12/1/2013,certified,software  engineer (consulting technical manager),122179,,edison,nj
oracle financial services software inc,7/30/2013,10/2/2013,withdrawn,software  engineer (consulting technical manager),122179,,edison,nj
oracle financial services software inc,7/30/2013,8/15/2013,certified,software  engineer (consulting technical manager),122179,,edison,nj
mcafee inc,10/25/2012,3/7/2013,certified,software  engineer (sr. software development manag,133328,164500,santa clara,ca
saibersys inc,3/5/2014,9/4/2014,certified,software  programmer,50000,,carrollton,tx
saibersys inc,3/5/2014,9/4/2014,certified,software  programmer,50000,,carrollton,tx
enterprise consulting services inc,3/17/2014,9/9/2014,certified,software  programmer,56600,,jersey city,nj
tech vulcan inc,6/18/2014,6/30/2014,certified,software  qa engineer,61000,,san diego,ca
pactera technologies na inc,6/24/2014,6/24/2014,certified,software  systems  engineer,76291.44,,redmond,wa
agreeya solutions inc,10/15/2014,10/16/2014,certified,software  test engineer,60000,,warren,nj
agreeya solutions inc,4/30/2014,5/1/2014,certified,software  test engineer,60000,,bedminster,nj
agreeya solutions inc,9/15/2014,9/16/2014,certified,software  test engineer,60000,,atlanta,ga
agreeya solutions inc,3/8/2013,9/4/2013,certified,software  test engineer,60000,,folsom,ca
agreeya solutions inc,5/31/2013,6/7/2013,certified,software  test engineer,60000,,piscataway,nj
tata consultancy services limited,11/12/2013,5/1/2014,certified,software  tester,77500,,pleasanton,ca
exipert inc,3/20/2013,9/19/2013,certified,software & applications developer,72000,,ridgewood,nj
sonusland inc,8/6/2014,8/18/2014,certified,software & applications development engineer,25.3,,doral,fl
spectorsoft corporation,3/19/2014,9/17/2014,certified,software (database) developer,80000,,vero beach,fl
cassidy turley commercial real estate services in,5/21/2013,6/1/2013,certified,software (erp) developer,95000,,saint louis,mo
rjt compuquest inc,4/1/2013,4/15/2013,certified,software (it) engineer,67000,,san diego,ca
planet traders inc,12/12/2013,4/1/2014,certified,software (java) developer,62000,,chapel hill,nc
neteffects inc,3/8/2013,9/7/2013,certified,software (java) developer,75500,,maryland heights,mo
neteffects inc,12/8/2014,12/15/2014,certified,software (java) developer,80000,105000,st. louis,mo
agencyport software corporation,3/6/2014,9/2/2014,certified,software (java) developer,80000,,boston,ma
neteffects inc,5/2/2014,5/12/2014,certified,software (java) developer,80000,,chesterfield,mo
agencyport insurance services inc,3/14/2013,9/11/2013,certified,software (java) developer,80000,,boston,ma
agencyport insurance services inc,3/14/2013,9/11/2013,certified,software (java) developer,80000,,boston,ma
agencyport insurance services inc,3/14/2013,9/11/2013,certified,software (java) developer,80000,,boston,ma
agencyport software corporation,11/1/2013,3/12/2014,certified,software (java) developer ii,42.45,,boston,ma
agencyport software corporation,11/9/2013,3/12/2014,certified,software (java) developer ii,42.45,,grand rapids,mi
agencyport software corporation,10/23/2013,10/24/2013,certified,software (java) developer iii,154348.99,,boston,ma
neteffects inc,10/10/2014,10/20/2014,certified,software (sap) testing engineer,77000,100000,st. louis,mo
neteffects inc,7/22/2014,10/1/2014,certified,software (sap/pi) developer,90000,,st. louis,mo
neteffects inc,3/18/2013,9/17/2013,certified,software (sap/pi) developer,93380,,saint louis,mo
neteffects inc,7/22/2013,8/1/2013,certified,software (splunk) engineer,90000,,saint louis,mo
motorola mobility llc,1/22/2014,2/1/2014,withdrawn,software (test) engineer,64700,103300,chicago,il
motorola mobility llc,1/22/2014,2/1/2014,withdrawn,software (validation) engineer,76357,118700,chicago,il
neteffects inc,2/1/2014,2/10/2014,certified,software (voice) engineer,63523,,chesterfield,mo
techorbit inc,3/20/2014,5/25/2014,certified,"software - developer, applications",89000,,sterling,va
intel corporation,2/1/2013,5/15/2013,certified,software - systems engineer,107060,152800,santa clara,ca
gallega software solutions inc,1/17/2014,1/17/2014,certified,software / business analyst,50000,,john's creek,ga
gallega software solutions inc,7/18/2014,7/28/2014,certified,software / business analyst,50000,,alpharetta,ga
gallega software solutions inc,7/18/2014,7/28/2014,certified,software / business analyst,60000,,durham,nc
emerson network power surge protection inc,3/27/2014,9/10/2014,certified,software / firmware developer,56722,75953,binghamton,ny
asco power technologies lp,8/8/2014,10/1/2014,certified,software / firmware developer,58822,75953,binghamton,ny
quantum design inc,3/12/2013,3/14/2013,certified,software / firmware engineer,95480,,san diego,ca
workflow technologies inc,2/27/2014,8/28/2014,certified,software / programmer analyst,40000,100000,tallahassee,fl
workflow technologies inc,3/9/2013,9/7/2013,denied,software / programmer analyst,40000,100000,tallahassee,fl
workflow technologies inc,3/14/2013,9/7/2013,certified,software / programmer analyst,40000,100000,tallahassee,fl
workflow technologiesinc,12/17/2013,12/17/2013,certified,software / programmer analyst,46000,70000,dallas,tx
workflow technologies inc,6/2/2014,6/2/2014,certified,software / programmer analyst,48000,100000,milwaukee,wi
workflow technologies inc,7/28/2014,11/5/2014,certified,software / programmer analyst,48000,100000,milwaukee,wi
workflow technologies inc,7/31/2014,11/5/2014,certified,software / programmer analyst,48000,100000,milwaukee,wi
workflow technologies inc,9/10/2014,11/5/2014,certified,software / programmer analyst,48000,100000,tallahassee,fl
workflow technologies inc,5/29/2014,6/1/2014,certified,software / programmer analyst,50000,100000,tallahassee,fl
workflow technologies inc,6/21/2013,6/21/2013,certified,software / programmer analyst,50000,70000,tallahassee,fl
cisco systems inc,7/25/2014,1/1/2015,certified,software / quality assurance engineer,71522,91200,richardson,tx
cisco systems inc,7/25/2014,11/1/2014,certified,software / quality assurance engineer,71522,91200,richardson,tx
cisco systems inc,12/23/2013,6/16/2014,certified,software / quality assurance engineer,79200,118800,san jose,ca
cisco systems inc,12/23/2013,6/16/2014,certified,software / quality assurance engineer,85925,135000,san jose,ca
cisco systems inc,7/25/2014,1/1/2015,certified,software / quality assurance engineer,91776,112800,richardson,tx
cisco systems inc,7/25/2014,11/1/2014,certified,software / quality assurance engineer,91776,112800,richardson,tx
cisco systems inc,8/7/2014,1/1/2015,certified,software / quality assurance engineer,94598,135000,san jose,ca
cisco systems inc,12/23/2013,6/16/2014,certified,software / quality assurance engineer,102794,167500,san jose,ca
cisco systems inc,7/25/2014,1/1/2015,certified,software / quality assurance engineer,104416,143800,richardson,tx
cisco systems inc,7/25/2014,11/1/2014,certified,software / quality assurance engineer,104416,143800,richardson,tx
trigyn technologies inc,3/27/2013,5/1/2013,certified,software / system engineer,130000,,long island city,ny
qualcomm incorporated,2/16/2011,8/17/2011,withdrawn,software / systems test  engineer,77418,95220,san diego,ca
canopy one solutions inc,5/19/2014,5/20/2014,certified,software /.net developer,71600,,atlanta,ga
mitchell/martin inc,8/12/2014,10/29/2014,certified,software abinitio applications engineer,130000,150000,jersey city,nj
mitchell/martin inc,9/18/2013,9/25/2013,certified,software abinitio applications engineers,122179,155000,jersey city,nj
mphasis corporation,10/6/2014,10/13/2014,certified,software actimizer developer,97718,,dublin,oh
icon solutions inc,2/6/2014,3/1/2014,certified,software admin cognos bi,68000,,little rock,ar
bloomberg lp,11/7/2014,3/4/2015,certified,software admin sqa,120500,,new york,ny
caris science inc,4/14/2014,10/13/2014,certified,software administration analyst ii,95482.14,,irving,tx
operating systems services inc,4/2/2013,10/1/2013,certified,software administrator,90000,,gaithersburg,md
operating systems services inc,2/3/2014,8/1/2014,withdrawn,software administrator,104000,,gaithersburg,md
operating systems services inc,2/5/2014,8/1/2014,certified,software administrator,104000,,gaithersburg,md
operating systems services inc,4/2/2013,10/1/2013,certified,software administrator,104000,,gaithersburg,md
philips electronics north america corporation,5/22/2013,10/1/2013,certified,software algorithm engineer,89793,,andover,ma
baker tilly virchow krause llp,10/2/2012,10/23/2012,certified,software alliance marketing manager,67000,81000,milwaukee,wi
pointwest technologies corp us,6/19/2013,9/22/2013,certified,software analyst,50,,atlanta,ga
west corporation,3/15/2013,9/14/2013,certified,software analyst,41900,,omaha,ne
icon enterprises inc,3/18/2013,9/12/2013,certified,software analyst,43000,,manhattan,ks
west corporation,3/15/2013,9/14/2013,certified,software analyst,45000,,omaha,ne
west corporation,4/26/2013,9/19/2013,certified,software analyst,45981.53,,omaha,ne
west corporation,3/15/2013,9/14/2013,withdrawn,software analyst,46100,,westminster,co
west corporation,3/18/2013,9/14/2013,certified,software analyst,46100,,westminster,co
west corporation,3/5/2013,9/4/2013,certified,software analyst,49234,,omaha,ne
west corporation,9/20/2013,9/30/2013,certified,software analyst,50000,,omaha,ne
west corporation,5/7/2014,9/18/2014,withdrawn,software analyst,50112.4,,omaha,ne
west corporation,5/9/2014,9/18/2014,certified,software analyst,50112.4,,omaha,ne
supreme tech solutions llc,10/23/2013,10/28/2013,certified,software analyst,52000,,warren,nj
supreme tech solutions llc,11/4/2013,11/4/2013,certified,software analyst,52000,,warren,nj
supreme tech solutions llc,12/6/2013,12/6/2013,certified,software analyst,52000,,warren,nj
west corporation,6/5/2014,10/1/2014,certified,software analyst,52000,,omaha,ne
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,52000,,lakeland,fl
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,52000,,deerfield,il
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,52000,,deerfield,il
supreme tech solutions llc,8/22/2013,8/22/2013,certified,software analyst,52000,,lakeland,fl
keypixel software solutions llc,3/13/2014,8/1/2014,certified,software analyst,52770,,parlin,nj
iquest solutions corp,3/13/2013,9/12/2013,certified,software analyst,53373,,des moines,ia
iquest solutions corp,3/13/2013,9/12/2013,certified,software analyst,53373,,des moines,ia
dolphin solutions inc,10/15/2012,10/15/2012,certified,software analyst,54184,,middle river,md
west corporation,3/14/2014,9/5/2014,certified,software analyst,55000,,atlanta,ga
cynosure technologies llc,2/28/2013,8/28/2013,certified,software analyst,55000,,houston,tx
supreme tech solutions llc,11/19/2013,11/19/2013,certified,software analyst,56000,,seffner,fl
pyramid technology solutions inc,6/17/2014,9/30/2014,certified,software analyst,57013,,redlands,ca
savancys inc,3/13/2014,9/12/2014,certified,software analyst,57346,,irving,tx
savancys inc,3/19/2014,9/18/2014,certified,software analyst,57346,,irving,tx
savancys inc,3/19/2014,9/18/2014,certified,software analyst,57346,,irving,tx
savancys inc,3/19/2014,9/18/2014,certified,software analyst,57346,,irving,tx
engineering technology associates inc,12/4/2013,12/4/2013,certified,software analyst,57500,,lewisville,tx
engineering technologies associates inc,3/14/2013,9/13/2013,certified,software analyst,58094,,troy,mi
engineering technologies associates inc,3/19/2013,9/18/2013,certified,software analyst,58094,,troy,mi
supreme tech solutions llc,10/23/2013,10/28/2013,certified,software analyst,59000,,alpharetta,ga
supreme tech solutions llc,10/23/2013,10/28/2013,certified,software analyst,59000,,alpharetta,ga
supreme tech solutions llc,11/4/2013,11/4/2013,certified,software analyst,59000,,des moines,ia
supreme tech solutions llc,4/9/2014,4/10/2014,rejected,software analyst,59000,,west des moines,ia
polymag inc,1/10/2014,2/20/2014,certified,software analyst,59051,,bellport,ny
strategic resources international inc,10/7/2014,10/7/2014,certified,software analyst,60000,,columbus,oh
savancys inc,10/16/2014,10/23/2014,certified,software analyst,60000,,wilmington,ma
savancys inc,10/16/2014,10/23/2014,withdrawn,software analyst,60000,,wilmington,ma
west corporation,11/21/2014,1/6/2015,certified,software analyst,60000,,omaha,ne
data systems integration group inc,12/9/2014,12/16/2014,certified,software analyst,60000,,columbus,oh
polar star it consulting llc,3/7/2014,9/1/2014,denied,software analyst,60000,65000,herndon,va
sriven systems inc,10/30/2013,10/30/2013,certified,software analyst,60000,,jacksonville,fl
tekwissen llc,11/19/2013,11/19/2013,certified,software analyst,60000,,southfield,mi
shiro technologies inc,1/17/2014,1/17/2014,certified,software analyst,60000,,richardson,tx
cynosure technologies llc,2/6/2014,2/7/2014,certified,software analyst,60000,,houston,tx
new england it associates inc,2/11/2014,8/12/2014,certified,software analyst,60000,,boston,ma
strategic resources international inc,2/24/2014,8/24/2014,certified,software analyst,60000,,columbus,oh
e-ring inc,3/11/2014,9/7/2014,certified,software analyst,60000,80000,alpharetta,ga
polar star it consulting llc,3/19/2014,9/18/2014,certified,software analyst,60000,65000,herndon,va
cynosure technologies llc,3/19/2014,9/17/2014,certified,software analyst,60000,,houston,tx
cynosure technologies llc,3/19/2014,9/17/2014,certified,software analyst,60000,,houston,tx
cynosure technologies llc,3/19/2014,9/17/2014,certified,software analyst,60000,,houston,tx
cynosure technologies llc,3/19/2014,9/17/2014,certified,software analyst,60000,,houston,tx
savancys inc,3/19/2014,9/18/2014,withdrawn,software analyst,60000,,irving,tx
savancys inc,3/19/2014,9/18/2014,certified,software analyst,60000,,irving,tx
cynosure technologies llc,3/19/2014,9/17/2014,certified,software analyst,60000,,houston,tx
cynosure technologies llc,3/19/2014,9/17/2014,certified,software analyst,60000,,houston,tx
engineering technology associates inc,4/5/2014,4/7/2014,certified,software analyst,60000,,deerfield beach,fl
data systems integration group inc,4/23/2014,4/30/2014,certified,software analyst,60000,,greensboro,nc
data systems integration group inc,6/25/2014,7/2/2014,certified,software analyst,60000,,alpharetta,ga
data systems integration group inc,6/25/2014,7/2/2014,certified,software analyst,60000,,columbus,oh
data systems integration group inc,2/7/2013,8/7/2013,certified,software analyst,60000,,dublin,oh
data systems integration group inc,2/7/2013,8/7/2013,certified,software analyst,60000,,dublin,oh
data systems integration group inc,2/13/2013,8/14/2013,certified,software analyst,60000,,dublin,oh
cynosure technologies llc,2/27/2013,8/27/2013,certified,software analyst,60000,,houston,tx
data systems integration group inc,3/4/2013,9/3/2013,certified,software analyst,60000,,dublin,oh
data systems integration group inc,3/4/2013,9/3/2013,certified,software analyst,60000,,dublin,oh
cynosure technologies llc,3/5/2013,9/4/2013,certified,software analyst,60000,,houston,tx
nuvizz inc,3/6/2013,9/5/2013,certified,software analyst,60000,,atlanta,ga
cynosure technologies llc,3/13/2013,9/6/2013,certified,software analyst,60000,,houston,tx
img systems inc,3/18/2013,9/17/2013,certified,software analyst,60000,,addison,tx
img systems inc,3/21/2013,9/20/2013,certified,software analyst,60000,,dallas,tx
img systems inc,3/21/2013,9/20/2013,certified,software analyst,60000,,dallas,tx
img systems inc,3/21/2013,9/20/2013,certified,software analyst,60000,,dallas,tx
img systems inc,3/21/2013,9/20/2013,certified,software analyst,60000,,dallas,tx
adroix corp,5/22/2013,9/30/2013,certified,software analyst,60000,,alpharetta,ga
shinewell technologies inc,7/31/2013,8/1/2013,certified,software analyst,60000,,scottsdale,az
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,60000,,des moines,ia
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,60000,,urbandale,ia
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,60000,,urbandale,ia
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,60000,,urbandale,ia
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,60000,,urbandale,ia
supreme tech solutions llc,9/6/2013,9/6/2013,certified,software analyst,60000,,urbandale,ia
supreme tech solutions llc,9/6/2013,9/6/2013,certified,software analyst,60000,,urbandale,ia
supreme tech solutions llc,9/6/2013,9/6/2013,certified,software analyst,60000,,spicewood,tx
supreme tech solutions llc,9/14/2013,9/16/2013,certified,software analyst,60000,,urbandale,ia
supreme tech solutions llc,9/14/2013,9/16/2013,certified,software analyst,60000,,urbandale,ia
supreme tech solutions llc,10/22/2012,11/5/2012,certified,software analyst,60507,,vienna,va
octek consulting inc,2/26/2014,8/26/2014,certified,software analyst,61000,,dallas,tx
enshire inc,3/18/2014,9/15/2014,certified,software analyst,61000,,houston,tx
adroix corp,4/29/2014,4/29/2014,certified,software analyst,61000,100000,alpharetta,ga
cynosure technologies llc,9/18/2013,9/19/2013,certified,software analyst,61000,,houston,tx
west corporation,5/30/2014,11/14/2014,certified,software analyst,61425.43,,mobile,al
dolphin solutions inc,4/26/2013,4/29/2013,certified,software analyst,61464,,madison,wi
cynosure technologies llc,7/2/2014,7/2/2014,certified,software analyst,61560,,houston,tx
cynosure technologies llc,7/2/2014,7/2/2014,certified,software analyst,61656,,houston,tx
adroix corp,4/30/2014,9/29/2014,certified,software analyst,61700,,alpharetta,ga
adroix corp,7/2/2013,9/30/2013,certified,software analyst,61700,100000,alpharetta,ga
supreme tech solutions llc,10/23/2013,10/28/2013,certified,software analyst,62000,,bedminster,nj
supreme tech solutions llc,11/4/2013,11/4/2013,certified,software analyst,62000,,bedminster,nj
visiononline inc,8/26/2014,10/1/2014,certified,software analyst,62000,,rancho cordova,ca
technumen inc,2/21/2014,8/22/2014,certified,software analyst,62442,,piscataway,nj
engineering technology associates inc,4/15/2014,4/16/2014,certified,software analyst,62500,,deerfield beach,fl
trellis technology solutions llc,5/22/2013,6/3/2013,certified,software analyst,62500,,webster,ny
trellis technology solutions llc,5/31/2013,6/6/2013,certified,software analyst,62500,,webster,ny
supreme tech solutions llc,12/6/2013,12/6/2013,certified,software analyst,63000,,sugarland,tx
target labs incorporated,1/24/2014,1/24/2014,certified,software analyst,63000,,warren,nj
alpha synopsys inc,3/15/2014,9/14/2014,certified,software analyst,63000,,mahwah,nj
concept software &amp; services inc,1/17/2013,3/18/2013,certified,software analyst,63000,,alpharetta,ga
cynosure technologies llc,2/27/2013,8/27/2013,certified,software analyst,63000,,houston,tx
cynosure technologies llc,2/27/2013,8/28/2013,certified,software analyst,63000,,houston,tx
dialogue marketing inc,3/18/2013,9/15/2013,certified,software analyst,63000,,troy,mi
adroix corp,7/24/2013,7/25/2013,certified,software analyst,63000,,parsipanny,nj
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,63000,,sugarland,tx
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,63000,,houston,tx
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,63000,,rockville,md
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,63000,,rockville,md
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,63000,,columbus,oh
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,63000,,rockville,md
supreme tech solutions llc,8/15/2013,10/1/2013,certified,software analyst,63000,,houston,tx
supreme tech solutions llc,8/22/2013,8/22/2013,certified,software analyst,63000,,rockville,md
supreme tech solutions llc,8/22/2013,8/22/2013,certified,software analyst,63000,,rockville,md
supreme tech solutions llc,8/22/2013,8/22/2013,certified,software analyst,63000,,columbus,oh
west corporation,3/17/2014,9/16/2014,certified,software analyst,63500,,omaha,ne
nucleus software inc,3/20/2014,9/19/2014,withdrawn,software analyst,63500,,kendall park,nj
7 hills-itcom inc,3/31/2014,9/25/2014,certified,software analyst,64000,,trenton,nj
trellis technology solutions llc,7/31/2013,8/5/2013,certified,software analyst,64000,,tampa,fl
new england it associates inc,11/3/2014,11/4/2014,certified,software analyst,65000,,rensselaer,ny
supreme tech solutions llc,12/6/2013,12/6/2013,certified,software analyst,65000,,woonsocket,ri
target labs incorporated,2/5/2014,2/15/2014,certified,software analyst,65000,,lakeland,fl
new england it associates inc,2/6/2014,8/7/2014,certified,software analyst,65000,,brentwood,tn
new england it associates inc,2/11/2014,8/12/2014,certified,software analyst,65000,,austin,tx
dcm group inc,3/18/2014,9/16/2014,certified,software analyst,65000,,baton rouge,la
ngusoft inc,3/25/2014,9/1/2014,certified,software analyst,65000,,palo alto,ca
sriven systems inc,5/29/2014,5/29/2014,certified,software analyst,65000,,chicago,il
new england it associates inc,9/19/2014,10/1/2014,certified,software analyst,65000,,houston,tx
supreme tech solutions llc,10/4/2012,10/4/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/3/2012,10/3/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/3/2012,10/3/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/3/2012,10/3/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/4/2012,10/4/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/4/2012,10/4/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/4/2012,10/4/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/4/2012,10/4/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/4/2012,10/4/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/4/2012,10/4/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/9/2012,10/9/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/9/2012,10/9/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/9/2012,10/9/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/9/2012,10/9/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/9/2012,10/9/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/16/2012,10/16/2012,certified,software analyst,65000,,des moines,ia
supreme tech solutions llc,10/23/2012,10/23/2012,certified,software analyst,65000,,columbus,oh
supreme tech solutions llc,10/23/2012,10/23/2012,certified,software analyst,65000,,columbus,oh
supreme tech solutions llc,10/23/2012,10/23/2012,certified,software analyst,65000,,columbus,oh
supreme tech solutions llc,10/25/2012,10/25/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/25/2012,10/25/2012,certified,software analyst,65000,,urbandale,ia
supreme tech solutions llc,10/25/2012,10/25/2012,certified,software analyst,65000,,houston,tx
supreme tech solutions llc,10/25/2012,10/25/2012,certified,software analyst,65000,,saint louis,mo
supreme tech solutions llc,11/26/2012,11/30/2012,certified,software analyst,65000,,columbus,oh
supreme tech solutions llc,12/6/2012,12/6/2012,certified,software analyst,65000,,woonsocket,ri
supreme tech solutions llc,12/6/2012,12/6/2012,certified,software analyst,65000,,lakewood,co
supreme tech solutions llc,1/8/2013,4/1/2013,certified,software analyst,65000,,urbandale,ia
